symbol,company_name,classification,recommended_action,fp_risk_rationale,english_word_match,prod_observed_fp,validated_against_master
RUCHINFRA,Ruchi Infrastructure Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RUCHIRA,Ruchira Papers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RUDRA,Rudra Global Infra Products Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RUPA,Rupa & Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RUSHIL,Rushil Decor Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RUSTOMJEE,Keystone Realtors Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RVHL,Ravinder Heights Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RVNL,Rail Vikas Nigam Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RVTH,Revathi Equipment India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
S&SPOWER,S&S Power Switchgears Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SAATVIKGL,Saatvik Green Energy Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SABEVENTS,Sab Events & Governance Now Media Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SADBHAV,Sadbhav Engineering Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SADBHIN,Sadbhav Infrastructure Project Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SADHNANIQ,Sadhana Nitrochem Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SAFARI,Safari Industries (India) Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'safari' triggers case-insensitive false matches in news,Y,N,Y
SAGARDEEP,Sagardeep Alloys Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SAGCEM,Sagar Cements Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SAGILITY,SAGILITY LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SAHLIBHFI,Shalibhadra Finance Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SAHYADRI,Sahyadri Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SAIL,Steel Authority of India Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'sail' triggers case-insensitive false matches in news,N,N,Y
SAILIFE,Sai Life Sciences Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SAIPARENT,Sai Parenterals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SAKAR,Sakar Healthcare Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SAKHTISUG,Sakthi Sugars Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SAKSOFT,Saksoft Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SAKUMA,Sakuma Exports Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SALASAR,Salasar Techno Engineering Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SALONA,Salona Cotspin Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SALSTEEL,S.A.L. Steel Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SALZERELEC,Salzer Electronics Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SAMBHAAV,Sambhaav Media Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SAMBHV,Sambhv Steel Tubes Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SAMHI,Samhi Hotels Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SAMMAANCAP,Sammaan Capital Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SAMPANN,Sampann Utpadan India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SANATHAN,Sanathan Textiles Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SANCO,Sanco Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SANDESH,The Sandesh Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SANDHAR,Sandhar Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SANDUMA,Sandur Manganese & Iron Ores Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SANGAMIND,Sangam (India) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SANGHVIMOV,Sanghvi Movers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SANGINITA,Sanginita Chemicals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SANOFI,Sanofi India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SANOFICONR,Sanofi Consumer Healthcare India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SANSERA,Sansera Engineering Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SANSTAR,Sanstar Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SANWARIA,Sanwaria Consumer Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SAPPHIRE,Sapphire Foods India Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'sapphire' triggers case-insensitive false matches in news,N,N,Y
SAPPL,Shree Ajit Pulp & Paper Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SARDAEN,Sarda Energy & Minerals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SAREGAMA,Saregama India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SARLAPOLY,Sarla Performance Fibers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SARVESHWAR,Sarveshwar Foods Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SASKEN,Sasken Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SATIA,Satia Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SATIN,Satin Creditcare Network Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'satin' triggers case-insensitive false matches in news,N,N,Y
SAURASHCEM,Saurashtra Cement Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SAYAJIHOTL,Sayaji Hotels Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SBC,SBC Exports Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SBCL,Shivalik Bimetal Controls Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SBFC,SBFC Finance Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SBGLP,Suratwwala Business Group Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SBICARD,SBI Cards and Payment Services Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SBILIFE,SBI Life Insurance Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SBIN,State Bank of India,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SCANSTL,Scan Steels Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SCHAEFFLER,Schaeffler India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SCHAND,S Chand And Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SCHNEIDER,Schneider Electric Infrastructure Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SCI,Shipping Corporation Of India Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'sci' triggers case-insensitive false matches in news,N,N,Y
SCILAL,Shipping Corporation of India Land and Assets Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SCODATUBES,Scoda Tubes Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SCPL,Sheetal Cool Products Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SDBL,Som Distilleries & Breweries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SEAMECLTD,Seamec Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SECMARK,SecMark Consultancy Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SEDEMAC,SEDEMAC Mechatronics Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SEIL,Shanti Educational Initiatives Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SEJALLTD,Sejal Glass Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SELMC,SEL Manufacturing Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SEMAC,Semac Construction Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SENCO,Senco Gold Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SENORES,Senores Pharmaceuticals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SEPC,SEPC Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SERVOTECH,Servotech Renewable Power System Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SESHAPAPER,Seshasayee Paper and Boards Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SETCO,Setco Automotive Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SETL,Standard Engineering Technology Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SETUINFRA,Setubandhan Infrastructure Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SEYAIND,Seya Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SFL,Sheela Foam Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SGFIN,SG Finserve Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SGIL,Synergy Green Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SGL,STL Global Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SGMART,SG Mart Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHADOWFAX,Shadowfax Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHAH,Shah Metacorp Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHAHALLOYS,Shah Alloys Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHAILY,Shaily Engineering Plastics Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHAKTIPUMP,Shakti Pumps (India) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHALBY,Shalby Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHALPAINTS,Shalimar Paints Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHANKARA,Shankara Building Products Limited,symbol_stoplist,drop_bare_symbol_alias,Common Indian proper noun; philosopher name (Adi Shankara); and Hindu deity (Lord Shiva/Shankara),N,N,Y
SHANTI,Shanti Overseas (India) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHANTIGEAR,Shanthi Gears Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHANTIGOLD,Shanti Gold International Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHARDACROP,Sharda Cropchem Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHARDAMOTR,Sharda Motor Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHARDUL,Shardul Securities Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHAREINDIA,Share India Securities Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHBAJRG,Shri Bajrang Alliance Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHEKHAWATI,Shekhawati Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHEMAROO,Shemaroo Entertainment Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHILCTECH,Shilchar Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHILPAMED,Shilpa Medicare Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHINDL,Sharat Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHIVALIK,Shivalik Rasayan Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHIVAMAUTO,Shivam Autotech Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHIVAMILLS,Shiva Mills Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHIVATEX,Shiva Texyarn Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHIVAUM,Shiv Aum Steels Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHK,S H Kelkar and Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHOPERSTOP,Shoppers Stop Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHRADHA,Shradha Realty Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHREECEM,SHREE CEMENT LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHREEJISPG,Shreeji Shipping Global Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHREERAMA,Shree Rama Multi-Tech Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHRENIK,Shrenik Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHREYANIND,Shreyans Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHRIKRISH,Shri Krishna Devcon Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHRINGARMS,Shringar House of Mangalsutra Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHRIPISTON,Shriram Pistons & Rings Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHRIRAMFIN,Shriram Finance Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHRIRAMPPS,Shriram Properties Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHYAMCENT,Shyam Century Ferrous Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHYAMMETL,Shyam Metalics and Energy Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SHYAMTEL,Shyam Telecom Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SICAGEN,Sicagen India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SICALLOG,Sical Logistics Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SIEMENS,Siemens Limited,keep,keep,Low ambiguity corporate name or ticker symbol,Y,N,Y
SIGACHI,Sigachi Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SIGIND,Signet Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SIGMA,Sigma Solve Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'sigma' triggers case-insensitive false matches in news,N,N,Y
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SIGNATURE,Signatureglobal (India) Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'signature' triggers case-insensitive false matches in news,N,N,Y
SIGNPOST,Signpost India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SIKA,Sika Interplant Systems Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SIKKO,Sikko Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SIL,Standard Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SILGO,Silgo Retail Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SILINV,SIL Investments Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SILLYMONKS,Silly Monks Entertainment Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SILVERTUC,Silver Touch Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SIMBHALS,Simbhaoli Sugars Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SIMPLEXINF,Simplex Infrastructures Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SINCLAIR,Sinclairs Hotels Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SINDHUTRAD,Sindhu Trade Links Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SINGERIND,Singer India Limited,alias_drop,drop_alias:Singer,Common English word 'singerind' triggers case-insensitive false matches in news,N,N,Y
SINTERCOM,Sintercom India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SIRCA,Sirca Paints India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SIS,SIS LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SITINET,Siti Networks Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SIYSIL,Siyaram Silk Mills Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SJS,S.J.S. Enterprises Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SJVN,SJVN Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SKFINDIA,SKF India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SKFINDUS,SKF India (Industrial) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SKIL,SKIL Infrastructure Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SKIPPER,Skipper Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SKMEGGPROD,SKM Egg Products Export (India) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SMARTLINK,Smartlink Holdings Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SMARTWORKS,Smartworks Coworking Spaces Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SMCGLOBAL,SMC Global Securities Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SMLMAH,SML Mahindra Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SMLT,Sarthak Metals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SMSPHARMA,SMS Pharmaceuticals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SNOWMAN,Snowman Logistics Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SOBHA,Sobha Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SOFTTECH,Softtech Engineers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SOLARA,Solara Active Pharma Sciences Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SOLARINDS,Solar Industries India Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'solarinds' triggers case-insensitive false matches in news,N,N,Y
SOLARWORLD,Solarworld Energy Solutions Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SOLEX,Solex Energy Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SOMANYCERA,Somany Ceramics Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SOMATEX,Soma Textiles & Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SOMICONVEY,Somi Conveyor Beltings Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SONACOMS,Sona BLW Precision Forgings Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SONAL,Sonal Mercantile Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SONAMLTD,SONAM LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SONATSOFTW,Sonata Software Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SOTL,Savita Oil Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SOUTHBANK,The South Indian Bank Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SOUTHWEST,South West Pinnacle Exploration Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'southwest' triggers case-insensitive false matches in news,N,N,Y
SPAL,S. P. Apparels Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SPANDANA,Spandana Sphoorty Financial Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SPARC,Sun Pharma Advanced Research Company Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'sparc' triggers case-insensitive false matches in news,N,N,Y
SPCENET,Spacenet Enterprises India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SPECIALITY,Speciality Restaurants Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SPECTRUM,Spectrum Electrical Industries Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'spectrum' triggers case-insensitive false matches in news,Y,N,Y
SPENCERS,Spencer's Retail Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SPIC,Southern Petrochemicals Industries Corporation  Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SPLIL,SPL Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SPLPETRO,Supreme Petrochem Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SPMLINFRA,SPML Infra Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SPORTKING,Sportking India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SRD,Shankar Lal Rampal Dye-Chem Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SREEL,Sreeleathers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SRF,SRF Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SRGHFL,SRG Housing Finance Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SRM,SRM Contractors Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SRPL,Shree Ram Proteins Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SRTL,Shree Ram Twistex Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SSDL,Saraswati Saree Depot Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SSWL,Steel Strips Wheels Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
STALLION,Stallion India Fluorochemicals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
STANLEY,Stanley Lifestyles Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'stanley' triggers case-insensitive false matches in news,N,N,Y
STAR,Strides Pharma Science Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'star' (astronomical body/celebrity) triggers matches in sports; entertainment; or review ratings,N,N,Y
STARCEMENT,Star Cement Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
STARHEALTH,Star Health and Allied Insurance Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
STARPAPER,Star Paper Mills Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
STARTECK,Starteck Finance Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
STCINDIA,The State Trading Corporation of India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
STEELCAS,Steelcast Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
STEELCITY,Steel City Securities Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
STEELXIND,STEEL EXCHANGE INDIA LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
STEL,Stel Holdings Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
STERTOOLS,Sterling Tools Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
STLNETWORK,STL Networks Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
STLTECH,Sterlite Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
STOVEKRAFT,Stove Kraft Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
STUDDS,Studds Accessories Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
STYL,Seshaasai Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
STYLAMIND,Stylam Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
STYLEBAAZA,Baazar Style Retail Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
STYRENIX,Styrenix Performance Materials Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUBEXLTD,Subex Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUBROS,Subros Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUDARCOLOR,Sudarshan Colorants India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUDARSCHEM,Sudarshan Chemical Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUDEEPPHRM,Sudeep Pharma Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUKHJITS,Sukhjit Starch & Chemicals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SULA,Sula Vineyards Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUMEETINDS,Sumeet Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUMICHEM,Sumitomo Chemical India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUMIT,Sumit Woods Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUMMITSEC,Summit Securities Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUNCLAY,Sundaram Clayton Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUNDARAM,Sundaram Multi Pap Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUNDARMFIN,Sundaram Finance Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUNDRMBRAK,Sundaram Brake Linings Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
SUNDRMFAST,Sundram Fasteners Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
